Dataset,search_time_ms,ELS_FilterT_ms,ELS_TrieT_ms,search_time_ms_ratio,ELS_FilterT_ms_ratio,ELS_TrieT_ms_ratio,total_mean_time_ms
Genome,0.5464211375166889,6.704572309746328,13.212730627503339,0.026701940249012453,0.3276320715257141,0.6456659882252735,20.463724074766354
Reviews,0.6851046713,6.6088138181,2.5862349783500003,0.0693415009732656,0.6688978910774978,0.26176060794923683,9.880153467749999
Tiktok,0.7286160187499999,28.892441139150005,9.457093952600001,0.01864509957724756,0.7393502588556915,0.24200464156706103,39.0781511105
VariousImg,1.1364922791411043,0.8142598619631901,3.0170611349693255,0.2287711344979026,0.1639070989010182,0.6073217666010791,4.96781327607362
Music,0.44974748535,96.27963899979999,5.4191482985,0.004402877498953486,0.9425454726660515,0.053051649834994934,102.14853478364999
Amazon,0.5503532025500001,21.6709090535,9.718703073299999,0.017230864118824647,0.6784888095537898,0.30428032632738555,31.93996532935
Laion,2.9767840218500004,125.33146823525,1.9185568425999997,0.02285845781240798,0.9624091160776105,0.014732426109981522,130.2268090997
BookReviews,0.6139199073000001,55.098151083699996,9.04402376625,0.00948049615409006,0.8508566072467069,0.13966289659920303,64.75609475725
