dataset,category,ratio_name,ratio_value,status,qps_num,recall_num,time_num_ms,qps_den,recall_den,time_den_ms
Genome,Mixed,SmartRoute+/ACORN-gamma,inf,"Infinity (Num>=0.9, Den Failed)",173135.6893,0.9600,346.5490,,,
Genome,Mixed,SmartRoute+/NaviX,inf,"Infinity (Num>=0.9, Den Failed)",173135.6893,0.9600,346.5490,,,
Genome,Mixed,SmartRoute+/pre-filtering,43.5350,OK (Recall>=0.9),173135.6893,0.9600,346.5490,3976.9338,1.0000,15087.0000
Genome,Mixed,SmartRoute+/Milvus-HNSW,37.3569,OK (Recall>=0.9),173135.6893,0.9600,346.5490,4634.6332,0.9000,12946.0084
Genome,Mixed,SmartRoute+/Milvus-IVF,41.9628,OK (Recall>=0.9),173135.6893,0.9600,346.5490,4125.9345,0.9315,14542.1600
Genome,Mixed,SmartRoute+/UNG,21.9886,OK (Recall>=0.9),173135.6893,0.9600,346.5490,7873.8814,0.9000,7620.1300
Genome,Mixed,UNG+/UNG,1.4708,OK (Recall>=0.9),11581.2118,0.9100,5180.8050,7873.8814,0.9000,7620.1300
Genome,Mixed,SmartRoute+/UNG+,14.9497,OK (Recall>=0.9),173135.6893,0.9600,346.5490,11581.2118,0.9100,5180.8050
Genome,Mixed,SmartRoute+/SmartRoute,3.8652,OK (Recall>=0.9),173135.6893,0.9600,346.5490,44793.7026,0.9600,1339.4740
Genome,Mixed,SmartRoute/UNG+,3.8678,OK (Recall>=0.9),44793.7026,0.9600,1339.4740,11581.2118,0.9100,5180.8050
Genome,Small Length,SmartRoute+/ACORN-gamma,inf,"Infinity (Num>=0.9, Den Failed)",156832.4037,0.9600,191.2870,,,
Genome,Small Length,SmartRoute+/NaviX,inf,"Infinity (Num>=0.9, Den Failed)",156832.4037,0.9600,191.2870,,,
Genome,Small Length,SmartRoute+/pre-filtering,29.2789,OK (Recall>=0.9),156832.4037,0.9600,191.2870,5356.4924,1.0000,5600.6800
Genome,Small Length,SmartRoute+/Milvus-HNSW,25.5116,OK (Recall>=0.9),156832.4037,0.9600,191.2870,6147.5019,0.9200,4880.0310
Genome,Small Length,SmartRoute+/Milvus-IVF,55.0631,OK (Recall>=0.9),156832.4037,0.9600,191.2870,2848.2303,0.9180,10532.8560
Genome,Small Length,SmartRoute+/UNG,19.0355,OK (Recall>=0.9),156832.4037,0.9600,191.2870,8238.9289,0.9100,3641.2500
Genome,Small Length,UNG+/UNG,1.7145,OK (Recall>=0.9),14125.7702,0.9100,2123.7780,8238.9289,0.9100,3641.2500
Genome,Small Length,SmartRoute+/UNG+,11.1026,OK (Recall>=0.9),156832.4037,0.9600,191.2870,14125.7702,0.9100,2123.7780
Genome,Small Length,SmartRoute+/SmartRoute,3.5324,OK (Recall>=0.9),156832.4037,0.9600,191.2870,44398.2702,0.9600,675.7020
Genome,Small Length,SmartRoute/UNG+,3.1431,OK (Recall>=0.9),44398.2702,0.9600,675.7020,14125.7702,0.9100,2123.7780
Genome,Large Length,SmartRoute+/ACORN-gamma,inf,"Infinity (Num>=0.9, Den Failed)",184411.1138,0.9600,162.6800,,,
Genome,Large Length,SmartRoute+/NaviX,inf,"Infinity (Num>=0.9, Den Failed)",184411.1138,0.9600,162.6800,,,
Genome,Large Length,SmartRoute+/pre-filtering,40.8657,OK (Recall>=0.9),184411.1138,0.9600,162.6800,4512.6082,1.0000,6648.0400
Genome,Large Length,SmartRoute+/Milvus-HNSW,30.7835,OK (Recall>=0.9),184411.1138,0.9600,162.6800,5990.5828,0.9000,5007.8600
Genome,Large Length,SmartRoute+/Milvus-IVF,38.8594,OK (Recall>=0.9),184411.1138,0.9600,162.6800,4745.5980,0.9040,6321.6480
Genome,Large Length,SmartRoute+/UNG,22.8442,OK (Recall>=0.9),184411.1138,0.9600,162.6800,8072.5453,0.9100,3716.3000
Genome,Large Length,UNG+/UNG,1.4565,OK (Recall>=0.9),11757.6283,0.9100,2551.5350,8072.5453,0.9100,3716.3000
Genome,Large Length,SmartRoute+/UNG+,15.6844,OK (Recall>=0.9),184411.1138,0.9600,162.6800,11757.6283,0.9100,2551.5350
Genome,Large Length,SmartRoute+/SmartRoute,4.3609,OK (Recall>=0.9),184411.1138,0.9600,162.6800,42287.8279,0.9600,709.4240
Genome,Large Length,SmartRoute/UNG+,3.5966,OK (Recall>=0.9),42287.8279,0.9600,709.4240,11757.6283,0.9100,2551.5350
Genome,Small p_pass,SmartRoute+/ACORN-gamma,inf,"Infinity (Num>=0.9, Den Failed)",184407.7132,0.9500,162.6830,,,
Genome,Small p_pass,SmartRoute+/NaviX,inf,"Infinity (Num>=0.9, Den Failed)",184407.7132,0.9500,162.6830,,,
Genome,Small p_pass,SmartRoute+/pre-filtering,36.9511,OK (Recall>=0.9),184407.7132,0.9500,162.6830,4990.5844,1.0000,6011.3200
Genome,Small p_pass,SmartRoute+/Milvus-HNSW,30.0687,OK (Recall>=0.9),184407.7132,0.9500,162.6830,6132.8749,0.9000,4891.6700
Genome,Small p_pass,SmartRoute+/Milvus-IVF,39.1633,OK (Recall>=0.9),184407.7132,0.9500,162.6830,4708.6832,0.9400,6371.2080
Genome,Small p_pass,SmartRoute+/UNG,22.4401,OK (Recall>=0.9),184407.7132,0.9500,162.6830,8217.7912,0.9100,3650.6160
Genome,Small p_pass,UNG+/UNG,1.4967,OK (Recall>=0.9),12299.5985,0.9100,2439.1040,8217.7912,0.9100,3650.6160
Genome,Small p_pass,SmartRoute+/UNG+,14.9930,OK (Recall>=0.9),184407.7132,0.9500,162.6830,12299.5985,0.9100,2439.1040
Genome,Small p_pass,SmartRoute+/SmartRoute,5.2034,OK (Recall>=0.9),184407.7132,0.9500,162.6830,35439.6286,0.9500,846.5100
Genome,Small p_pass,SmartRoute/UNG+,2.8814,OK (Recall>=0.9),35439.6286,0.9500,846.5100,12299.5985,0.9100,2439.1040
Genome,Large p_pass,SmartRoute+/ACORN-gamma,inf,"Infinity (Num>=0.9, Den Failed)",184945.4411,0.9500,162.2100,,,
Genome,Large p_pass,SmartRoute+/NaviX,inf,"Infinity (Num>=0.9, Den Failed)",184945.4411,0.9500,162.2100,,,
Genome,Large p_pass,SmartRoute+/pre-filtering,37.6516,OK (Recall>=0.9),184945.4411,0.9500,162.2100,4912.0256,1.0000,6107.4600
Genome,Large p_pass,SmartRoute+/Milvus-HNSW,33.2597,OK (Recall>=0.9),184945.4411,0.9500,162.2100,5560.6487,0.9000,5395.0540
Genome,Large p_pass,SmartRoute+/Milvus-IVF,42.9497,OK (Recall>=0.9),184945.4411,0.9500,162.2100,4306.0981,0.9060,6966.8640
Genome,Large p_pass,SmartRoute+/UNG,26.7118,OK (Recall>=0.9),184945.4411,0.9500,162.2100,6923.7472,0.9200,4332.9138
Genome,Large p_pass,UNG+/UNG,1.6723,OK (Recall>=0.9),11578.8651,0.9200,2590.9275,6923.7472,0.9200,4332.9138
Genome,Large p_pass,SmartRoute+/UNG+,15.9727,OK (Recall>=0.9),184945.4411,0.9500,162.2100,11578.8651,0.9200,2590.9275
Genome,Large p_pass,SmartRoute+/SmartRoute,3.7420,OK (Recall>=0.9),184945.4411,0.9500,162.2100,49424.1266,0.9500,606.9910
Genome,Large p_pass,SmartRoute/UNG+,4.2685,OK (Recall>=0.9),49424.1266,0.9500,606.9910,11578.8651,0.9200,2590.9275
Genome,th=10,SmartRoute+/ACORN-gamma,inf,"Infinity (Num>=0.9, Den Failed)",16801.6022,0.9600,3571.0880,,,
Genome,th=10,SmartRoute+/NaviX,inf,"Infinity (Num>=0.9, Den Failed)",16801.6022,0.9600,3571.0880,,,
Genome,th=10,SmartRoute+/pre-filtering,18.7895,OK (Recall>=0.9),16801.6022,0.9600,3571.0880,894.2011,1.0000,67099.0000
Genome,th=10,SmartRoute+/Milvus-HNSW,17.1503,OK (Recall>=0.9),16801.6022,0.9600,3571.0880,979.6661,0.9000,61245.3600
Genome,th=10,SmartRoute+/Milvus-IVF,26.2594,OK (Recall>=0.9),16801.6022,0.9600,3571.0880,639.8321,0.9315,93774.6000
Genome,th=10,SmartRoute+/UNG,15.1013,OK (Recall>=0.9),16801.6022,0.9600,3571.0880,1112.5915,0.9000,53928.1500
Genome,th=10,UNG+/UNG,1.6011,OK (Recall>=0.9),1781.3616,0.9000,33682.1000,1112.5915,0.9000,53928.1500
Genome,th=10,SmartRoute+/UNG+,9.4319,OK (Recall>=0.9),16801.6022,0.9600,3571.0880,1781.3616,0.9000,33682.1000
Genome,th=10,SmartRoute+/SmartRoute,3.8245,OK (Recall>=0.9),16801.6022,0.9600,3571.0880,4393.1643,0.9600,13657.5815
Genome,th=10,SmartRoute/UNG+,2.4662,OK (Recall>=0.9),4393.1643,0.9600,13657.5815,1781.3616,0.9000,33682.1000
Genome,K=20,SmartRoute+/ACORN-gamma,inf,"Infinity (Num>=0.9, Den Failed)",178548.0473,0.9600,336.0440,,,
Genome,K=20,SmartRoute+/NaviX,inf,"Infinity (Num>=0.9, Den Failed)",178548.0473,0.9600,336.0440,,,
Genome,K=20,SmartRoute+/pre-filtering,36.6318,OK (Recall>=0.9),178548.0473,0.9600,336.0440,4874.1257,1.0000,12309.9000
Genome,K=20,SmartRoute+/Milvus-HNSW,39.2635,OK (Recall>=0.9),178548.0473,0.9600,336.0440,4547.4303,0.9000,13194.2650
Genome,K=20,SmartRoute+/Milvus-IVF,47.5828,OK (Recall>=0.9),178548.0473,0.9600,336.0440,3752.3640,0.9250,15989.9200
Genome,K=20,SmartRoute+/UNG,22.8123,OK (Recall>=0.9),178548.0473,0.9600,336.0440,7826.8390,0.9000,7665.9300
Genome,K=20,UNG+/UNG,1.2863,OK (Recall>=0.9),10067.4249,0.9000,5959.8160,7826.8390,0.9000,7665.9300
Genome,K=20,SmartRoute+/UNG+,17.7352,OK (Recall>=0.9),178548.0473,0.9600,336.0440,10067.4249,0.9000,5959.8160
Genome,K=20,SmartRoute+/SmartRoute,3.9092,OK (Recall>=0.9),178548.0473,0.9600,336.0440,45673.2546,0.9600,1313.6791
Genome,K=20,SmartRoute/UNG+,4.5367,OK (Recall>=0.9),45673.2546,0.9600,1313.6791,10067.4249,0.9000,5959.8160
Reviews,Mixed,SmartRoute+/ACORN-gamma,inf,"Infinity (Num>=0.9, Den Failed)",103924.9329,0.9600,577.3398,,,
Reviews,Mixed,SmartRoute+/NaviX,7.7137,OK (Recall>=0.9),103924.9329,0.9600,577.3398,13472.7917,0.9050,4453.4200
Reviews,Mixed,SmartRoute+/pre-filtering,11.8360,OK (Recall>=0.9),103924.9329,0.9600,577.3398,8780.4150,1.0000,6833.3900
Reviews,Mixed,SmartRoute+/Milvus-HNSW,56.6207,OK (Recall>=0.9),103924.9329,0.9600,577.3398,1835.4574,0.9600,32689.4000
Reviews,Mixed,SmartRoute+/Milvus-IVF,58.1230,OK (Recall>=0.9),103924.9329,0.9600,577.3398,1788.0185,0.9135,33556.7000
Reviews,Mixed,SmartRoute+/UNG,16.3249,OK (Recall>=0.9),103924.9329,0.9600,577.3398,6366.0442,0.9100,9425.0052
Reviews,Mixed,UNG+/UNG,2.2072,OK (Recall>=0.9),14051.2458,0.9200,4270.0840,6366.0442,0.9100,9425.0052
Reviews,Mixed,SmartRoute+/UNG+,7.3961,OK (Recall>=0.9),103924.9329,0.9600,577.3398,14051.2458,0.9200,4270.0840
Reviews,Mixed,SmartRoute+/SmartRoute,2.6347,OK (Recall>=0.9),103924.9329,0.9600,577.3398,39445.3199,0.9600,1521.0930
Reviews,Mixed,SmartRoute/UNG+,2.8072,OK (Recall>=0.9),39445.3199,0.9600,1521.0930,14051.2458,0.9200,4270.0840
Reviews,Small Length,SmartRoute+/ACORN-gamma,inf,"Infinity (Num>=0.9, Den Failed)",81883.0928,0.9600,366.3760,,,
Reviews,Small Length,SmartRoute+/NaviX,5.2240,OK (Recall>=0.9),81883.0928,0.9600,366.3760,15674.4726,0.9140,1913.9400
Reviews,Small Length,SmartRoute+/pre-filtering,7.0755,OK (Recall>=0.9),81883.0928,0.9600,366.3760,11572.7346,1.0000,2592.3000
Reviews,Small Length,SmartRoute+/Milvus-HNSW,46.1627,OK (Recall>=0.9),81883.0928,0.9600,366.3760,1773.7940,0.9600,16912.9000
Reviews,Small Length,SmartRoute+/Milvus-IVF,51.9896,OK (Recall>=0.9),81883.0928,0.9600,366.3760,1574.9892,0.9120,19047.7500
Reviews,Small Length,SmartRoute+/UNG,11.0277,OK (Recall>=0.9),81883.0928,0.9600,366.3760,7425.2280,0.9000,4040.2800
Reviews,Small Length,UNG+/UNG,2.5518,OK (Recall>=0.9),18947.7673,0.9000,1583.3000,7425.2280,0.9000,4040.2800
Reviews,Small Length,SmartRoute+/UNG+,4.3215,OK (Recall>=0.9),81883.0928,0.9600,366.3760,18947.7673,0.9000,1583.3000
Reviews,Small Length,SmartRoute+/SmartRoute,2.0565,OK (Recall>=0.9),81883.0928,0.9600,366.3760,39815.8913,0.9600,753.4680
Reviews,Small Length,SmartRoute/UNG+,2.1014,OK (Recall>=0.9),39815.8913,0.9600,753.4680,18947.7673,0.9000,1583.3000
Reviews,Large Length,SmartRoute+/ACORN-gamma,inf,"Infinity (Num>=0.9, Den Failed)",99890.7861,0.9600,300.3280,,,
Reviews,Large Length,SmartRoute+/NaviX,12.5106,OK (Recall>=0.9),99890.7861,0.9600,300.3280,7984.5207,0.9450,3757.2700
Reviews,Large Length,SmartRoute+/pre-filtering,14.0872,OK (Recall>=0.9),99890.7861,0.9600,300.3280,7090.8910,1.0000,4230.7800
Reviews,Large Length,SmartRoute+/Milvus-HNSW,50.7342,OK (Recall>=0.9),99890.7861,0.9600,300.3280,1968.9044,0.9600,15236.9000
Reviews,Large Length,SmartRoute+/Milvus-IVF,48.6257,OK (Recall>=0.9),99890.7861,0.9600,300.3280,2054.2810,0.9060,14603.6500
Reviews,Large Length,SmartRoute+/UNG,9.3148,OK (Recall>=0.9),99890.7861,0.9600,300.3280,10723.8606,0.9300,2797.5000
Reviews,Large Length,UNG+/UNG,1.3801,OK (Recall>=0.9),14799.9783,0.9200,2027.0300,10723.8606,0.9300,2797.5000
Reviews,Large Length,SmartRoute+/UNG+,6.7494,OK (Recall>=0.9),99890.7861,0.9600,300.3280,14799.9783,0.9200,2027.0300
Reviews,Large Length,SmartRoute+/SmartRoute,3.2873,OK (Recall>=0.9),99890.7861,0.9600,300.3280,30386.8243,0.9600,987.2700
Reviews,Large Length,SmartRoute/UNG+,2.0532,OK (Recall>=0.9),30386.8243,0.9600,987.2700,14799.9783,0.9200,2027.0300
Reviews,Small p_pass,SmartRoute+/ACORN-gamma,inf,"Infinity (Num>=0.9, Den Failed)",186033.8209,0.9500,161.2610,,,
Reviews,Small p_pass,SmartRoute+/NaviX,18.2094,OK (Recall>=0.9),186033.8209,0.9500,161.2610,10216.3482,0.9080,2936.4700
Reviews,Small p_pass,SmartRoute+/pre-filtering,19.9841,OK (Recall>=0.9),186033.8209,0.9500,161.2610,9309.1090,1.0000,3222.6500
Reviews,Small p_pass,SmartRoute+/Milvus-HNSW,71.7359,OK (Recall>=0.9),186033.8209,0.9500,161.2610,2593.3162,0.9500,11568.2000
Reviews,Small p_pass,SmartRoute+/Milvus-IVF,82.2499,OK (Recall>=0.9),186033.8209,0.9500,161.2610,2261.8123,0.9040,13263.7000
Reviews,Small p_pass,SmartRoute+/UNG,12.4112,OK (Recall>=0.9),186033.8209,0.9500,161.2610,14989.2452,0.9000,2001.4350
Reviews,Small p_pass,UNG+/UNG,1.6789,OK (Recall>=0.9),25164.8296,0.9100,1192.1400,14989.2452,0.9000,2001.4350
Reviews,Small p_pass,SmartRoute+/UNG+,7.3926,OK (Recall>=0.9),186033.8209,0.9500,161.2610,25164.8296,0.9100,1192.1400
Reviews,Small p_pass,SmartRoute+/SmartRoute,3.1741,OK (Recall>=0.9),186033.8209,0.9500,161.2610,58609.5013,0.9500,511.8624
Reviews,Small p_pass,SmartRoute/UNG+,2.3290,OK (Recall>=0.9),58609.5013,0.9500,511.8624,25164.8296,0.9100,1192.1400
Reviews,Large p_pass,SmartRoute+/ACORN-gamma,5.6645,OK (Recall>=0.9),72322.2680,0.9500,414.8100,12767.6417,0.9030,2349.6900
Reviews,Large p_pass,SmartRoute+/NaviX,5.3108,OK (Recall>=0.9),72322.2680,0.9500,414.8100,13617.8557,0.9520,2202.9900
Reviews,Large p_pass,SmartRoute+/pre-filtering,8.6780,OK (Recall>=0.9),72322.2680,0.9500,414.8100,8333.9815,1.0000,3599.7200
Reviews,Large p_pass,SmartRoute+/Milvus-HNSW,49.6745,OK (Recall>=0.9),72322.2680,0.9500,414.8100,1455.9220,0.9500,20605.5000
Reviews,Large p_pass,SmartRoute+/Milvus-IVF,44.0006,OK (Recall>=0.9),72322.2680,0.9500,414.8100,1643.6645,0.9070,18251.9000
Reviews,Large p_pass,SmartRoute+/UNG,11.8334,OK (Recall>=0.9),72322.2680,0.9500,414.8100,6111.7098,0.9020,4908.6100
Reviews,Large p_pass,UNG+/UNG,2.4103,OK (Recall>=0.9),14730.8671,0.9000,2036.5400,6111.7098,0.9020,4908.6100
Reviews,Large p_pass,SmartRoute+/UNG+,4.9096,OK (Recall>=0.9),72322.2680,0.9500,414.8100,14730.8671,0.9000,2036.5400
Reviews,Large p_pass,SmartRoute+/SmartRoute,2.5694,OK (Recall>=0.9),72322.2680,0.9500,414.8100,28147.2495,0.9500,1065.8235
Reviews,Large p_pass,SmartRoute/UNG+,1.9108,OK (Recall>=0.9),28147.2495,0.9500,1065.8235,14730.8671,0.9000,2036.5400
Reviews,th=10,SmartRoute+/ACORN-gamma,inf,"Infinity (Num>=0.9, Den Failed)",28859.7485,0.9500,2079.0202,,,
Reviews,th=10,SmartRoute+/NaviX,7.6672,OK (Recall>=0.9),28859.7485,0.9500,2079.0202,3764.0446,0.9050,15940.3000
Reviews,th=10,SmartRoute+/pre-filtering,5.5191,OK (Recall>=0.9),28859.7485,0.9500,2079.0202,5229.0316,1.0000,11474.4000
Reviews,th=10,SmartRoute+/Milvus-HNSW,53.5879,OK (Recall>=0.9),28859.7485,0.9500,2079.0202,538.5501,0.9500,111410.2500
Reviews,th=10,SmartRoute+/Milvus-IVF,15.6589,OK (Recall>=0.9),28859.7485,0.9500,2079.0202,1843.0292,0.9135,32555.1000
Reviews,th=10,SmartRoute+/UNG,16.2430,OK (Recall>=0.9),28859.7485,0.9500,2079.0202,1776.7459,0.9000,33769.6000
Reviews,th=10,UNG+/UNG,3.0160,OK (Recall>=0.9),5358.5782,0.9000,11197.0000,1776.7459,0.9000,33769.6000
Reviews,th=10,SmartRoute+/UNG+,5.3857,OK (Recall>=0.9),28859.7485,0.9500,2079.0202,5358.5782,0.9000,11197.0000
Reviews,th=10,SmartRoute+/SmartRoute,2.4438,OK (Recall>=0.9),28859.7485,0.9500,2079.0202,11809.3917,0.9500,5080.7020
Reviews,th=10,SmartRoute/UNG+,2.2038,OK (Recall>=0.9),11809.3917,0.9500,5080.7020,5358.5782,0.9000,11197.0000
Reviews,K=20,SmartRoute+/ACORN-gamma,inf,"Infinity (Num>=0.9, Den Failed)",94828.6912,0.9500,632.7199,,,
Reviews,K=20,SmartRoute+/NaviX,6.3197,OK (Recall>=0.9),94828.6912,0.9500,632.7199,15005.3644,0.9127,3998.5700
Reviews,K=20,SmartRoute+/pre-filtering,10.8484,OK (Recall>=0.9),94828.6912,0.9500,632.7199,8741.2205,1.0000,6864.0300
Reviews,K=20,SmartRoute+/Milvus-HNSW,51.7931,OK (Recall>=0.9),94828.6912,0.9500,632.7199,1830.9150,0.9400,32770.5000
Reviews,K=20,SmartRoute+/Milvus-IVF,60.0132,OK (Recall>=0.9),94828.6912,0.9500,632.7199,1580.1304,0.9165,37971.5500
Reviews,K=20,SmartRoute+/UNG,9.4233,OK (Recall>=0.9),94828.6912,0.9500,632.7199,10063.1631,0.9066,5962.3400
Reviews,K=20,UNG+/UNG,1.6449,OK (Recall>=0.9),16552.7287,0.9027,3624.7800,10063.1631,0.9066,5962.3400
Reviews,K=20,SmartRoute+/UNG+,5.7289,OK (Recall>=0.9),94828.6912,0.9500,632.7199,16552.7287,0.9027,3624.7800
Reviews,K=20,SmartRoute+/SmartRoute,3.2358,OK (Recall>=0.9),94828.6912,0.9500,632.7199,29306.0331,0.9500,2047.3600
Reviews,K=20,SmartRoute/UNG+,1.7705,OK (Recall>=0.9),29306.0331,0.9500,2047.3600,16552.7287,0.9027,3624.7800
Amazon,Mixed,SmartRoute+/ACORN-gamma,inf,"Infinity (Num>=0.9, Den Failed)",74842.3633,0.9600,801.6850,,,
Amazon,Mixed,SmartRoute+/NaviX,inf,"Infinity (Num>=0.9, Den Failed)",74842.3633,0.9600,801.6850,,,
Amazon,Mixed,SmartRoute+/pre-filtering,21.1213,OK (Recall>=0.9),74842.3633,0.9600,801.6850,3543.4605,1.0000,16932.6000
Amazon,Mixed,SmartRoute+/Milvus-HNSW,54.5583,OK (Recall>=0.9),74842.3633,0.9600,801.6850,1371.7860,0.9200,43738.6000
Amazon,Mixed,SmartRoute+/Milvus-IVF,14.7513,OK (Recall>=0.9),74842.3633,0.9600,801.6850,5073.6096,1.0000,11825.9000
Amazon,Mixed,SmartRoute+/UNG,24.6501,OK (Recall>=0.9),74842.3633,0.9600,801.6850,3036.1914,0.9000,19761.6000
Amazon,Mixed,UNG+/UNG,2.8408,OK (Recall>=0.9),8625.3121,0.9500,6956.2700,3036.1914,0.9000,19761.6000
Amazon,Mixed,SmartRoute+/UNG+,8.6771,OK (Recall>=0.9),74842.3633,0.9600,801.6850,8625.3121,0.9500,6956.2700
Amazon,Mixed,SmartRoute+/SmartRoute,1.8113,OK (Recall>=0.9),74842.3633,0.9600,801.6850,41320.3220,0.9600,1452.0700
Amazon,Mixed,SmartRoute/UNG+,4.7906,OK (Recall>=0.9),41320.3220,0.9600,1452.0700,8625.3121,0.9500,6956.2700
Amazon,Small Length,SmartRoute+/ACORN-gamma,inf,"Infinity (Num>=0.9, Den Failed)",56634.7624,0.9600,529.7100,,,
Amazon,Small Length,SmartRoute+/NaviX,inf,"Infinity (Num>=0.9, Den Failed)",56634.7624,0.9600,529.7100,,,
Amazon,Small Length,SmartRoute+/pre-filtering,18.1111,OK (Recall>=0.9),56634.7624,0.9600,529.7100,3127.0815,1.0000,9593.6100
Amazon,Small Length,SmartRoute+/Milvus-HNSW,54.5669,OK (Recall>=0.9),56634.7624,0.9600,529.7100,1037.8956,0.9200,28904.6400
Amazon,Small Length,SmartRoute+/Milvus-IVF,136.6214,OK (Recall>=0.9),56634.7624,0.9600,529.7100,414.5381,0.9000,72369.7000
Amazon,Small Length,SmartRoute+/UNG,32.6401,OK (Recall>=0.9),56634.7624,0.9600,529.7100,1735.1271,0.9300,17289.8000
Amazon,Small Length,UNG+/UNG,4.6139,OK (Recall>=0.9),8005.7214,0.9380,3747.3200,1735.1271,0.9300,17289.8000
Amazon,Small Length,SmartRoute+/UNG+,7.0743,OK (Recall>=0.9),56634.7624,0.9600,529.7100,8005.7214,0.9380,3747.3200
Amazon,Small Length,SmartRoute+/SmartRoute,1.6659,OK (Recall>=0.9),56634.7624,0.9600,529.7100,33996.1063,0.9600,882.4540
Amazon,Small Length,SmartRoute/UNG+,4.2465,OK (Recall>=0.9),33996.1063,0.9600,882.4540,8005.7214,0.9380,3747.3200
Amazon,Large Length,SmartRoute+/ACORN-gamma,inf,"Infinity (Num>=0.9, Den Failed)",109042.9302,0.9600,275.1210,,,
Amazon,Large Length,SmartRoute+/NaviX,inf,"Infinity (Num>=0.9, Den Failed)",109042.9302,0.9600,275.1210,,,
Amazon,Large Length,SmartRoute+/pre-filtering,25.2528,OK (Recall>=0.9),109042.9302,0.9600,275.1210,4318.0565,1.0000,6947.5700
Amazon,Large Length,SmartRoute+/Milvus-HNSW,70.9030,OK (Recall>=0.9),109042.9302,0.9600,275.1210,1537.9174,0.9000,19506.9000
Amazon,Large Length,SmartRoute+/Milvus-IVF,42.4170,OK (Recall>=0.9),109042.9302,0.9600,275.1210,2570.7381,0.9000,11669.8000
Amazon,Large Length,SmartRoute+/UNG,13.7915,OK (Recall>=0.9),109042.9302,0.9600,275.1210,7906.5134,0.9200,3794.3400
Amazon,Large Length,UNG+/UNG,1.7152,OK (Recall>=0.9),13561.3570,0.9200,2212.1680,7906.5134,0.9200,3794.3400
Amazon,Large Length,SmartRoute+/UNG+,8.0407,OK (Recall>=0.9),109042.9302,0.9600,275.1210,13561.3570,0.9200,2212.1680
Amazon,Large Length,SmartRoute+/SmartRoute,3.0264,OK (Recall>=0.9),109042.9302,0.9600,275.1210,36031.0588,0.9600,832.6150
Amazon,Large Length,SmartRoute/UNG+,2.6569,OK (Recall>=0.9),36031.0588,0.9600,832.6150,13561.3570,0.9200,2212.1680
Amazon,Small p_pass,SmartRoute+/ACORN-gamma,inf,"Infinity (Num>=0.9, Den Failed)",110389.8971,0.9500,271.7640,,,
Amazon,Small p_pass,SmartRoute+/NaviX,inf,"Infinity (Num>=0.9, Den Failed)",110389.8971,0.9500,271.7640,,,
Amazon,Small p_pass,SmartRoute+/pre-filtering,22.6832,OK (Recall>=0.9),110389.8971,0.9500,271.7640,4866.5826,1.0000,6164.4900
Amazon,Small p_pass,SmartRoute+/Milvus-HNSW,66.9334,OK (Recall>=0.9),110389.8971,0.9500,271.7640,1649.2488,0.9200,18190.1000
Amazon,Small p_pass,SmartRoute+/Milvus-IVF,55.8385,OK (Recall>=0.9),110389.8971,0.9500,271.7640,1976.9488,0.9100,15174.9000
Amazon,Small p_pass,SmartRoute+/UNG,16.5287,OK (Recall>=0.9),110389.8971,0.9500,271.7640,6678.6987,0.9800,4491.8930
Amazon,Small p_pass,UNG+/UNG,2.1077,OK (Recall>=0.9),14076.7351,0.9200,2131.1760,6678.6987,0.9800,4491.8930
Amazon,Small p_pass,SmartRoute+/UNG+,7.8420,OK (Recall>=0.9),110389.8971,0.9500,271.7640,14076.7351,0.9200,2131.1760
Amazon,Small p_pass,SmartRoute+/SmartRoute,2.8268,OK (Recall>=0.9),110389.8971,0.9500,271.7640,39051.0593,0.9500,768.2250
Amazon,Small p_pass,SmartRoute/UNG+,2.7742,OK (Recall>=0.9),39051.0593,0.9500,768.2250,14076.7351,0.9200,2131.1760
Amazon,Large p_pass,SmartRoute+/ACORN-gamma,inf,"Infinity (Num>=0.9, Den Failed)",53769.9935,0.9500,557.9320,,,
Amazon,Large p_pass,SmartRoute+/NaviX,inf,"Infinity (Num>=0.9, Den Failed)",53769.9935,0.9500,557.9320,,,
Amazon,Large p_pass,SmartRoute+/pre-filtering,19.2803,OK (Recall>=0.9),53769.9935,0.9500,557.9320,2788.8557,1.0000,10757.1000
Amazon,Large p_pass,SmartRoute+/Milvus-HNSW,45.2193,OK (Recall>=0.9),53769.9935,0.9500,557.9320,1189.0936,0.9000,25229.3000
Amazon,Large p_pass,SmartRoute+/Milvus-IVF,130.6258,OK (Recall>=0.9),53769.9935,0.9500,557.9320,411.6339,0.9100,72880.3000
Amazon,Large p_pass,SmartRoute+/UNG,31.3601,OK (Recall>=0.9),53769.9935,0.9500,557.9320,1714.5992,0.9200,17496.8000
Amazon,Large p_pass,UNG+/UNG,4.1797,OK (Recall>=0.9),7166.5751,0.9100,4186.1000,1714.5992,0.9200,17496.8000
Amazon,Large p_pass,SmartRoute+/UNG+,7.5029,OK (Recall>=0.9),53769.9935,0.9500,557.9320,7166.5751,0.9100,4186.1000
Amazon,Large p_pass,SmartRoute+/SmartRoute,1.6594,OK (Recall>=0.9),53769.9935,0.9500,557.9320,32403.9520,0.9500,925.8130
Amazon,Large p_pass,SmartRoute/UNG+,4.5215,OK (Recall>=0.9),32403.9520,0.9500,925.8130,7166.5751,0.9100,4186.1000
